"v33";"v76";"v12";"v68";"v50";"v7";"v70";"v55";"v20";"v24";"v32";"v97";"v28";"v99";"v95";"v42";"v53";"v85";"v9";"v84";"v44";"classlabel"
"v";"g";33,58;"t";4,25;"b";"t";204;0,000275;6;"u";3,04;"f";"m";NA;2040000;0;"g";1;"f";"t";"yes."
"v";"g";22,92;"t";0,04;"a";"f";80;0,0011585;0;"u";3,49;"f";"cc";NA;800000;1349;"g";0;"t";"f";"yes."
"h";"g";24,5;"t";1,5;"a";"f";280;0,00005;0;"u";3,63;"f";"q";NA;2800000;824;"g";1;"f";"t";"yes."
"dd";"g";20,25;"t";0;"b";"f";0;0,000996;0;"u";3,03;"f";"e";NA;0;0;"g";1;"f";"t";"yes."
"v";"g";18,5;"t";1,5;"b";"t";120;0,0002;2;"u";4,54;"f";"i";NA;1200000;300;"g";0;"t";"f";"yes."
"v";"g";25,17;"t";0,625;"b";"t";0;0,00035;7;"u";2,18;"f";"cc";"t";0;7059;"g";0;"t";"f";"yes."
"h";"g";44,33;"t";5;"b";"f";320;0,00005;0;"u";3,61;"t";"i";NA;3200000;0;"g";1;"f";"t";"yes."
"v";"g";18,08;"t";0,5;"b";"f";80;0,00055;0;"u";3,99;"f";"k";NA;800000;0;"g";1;"f";"t";"yes."
"v";"g";60,58;"t";11;"a";"f";21;0,00165;0;"u";2,43;"t";"q";NA;210000;10561;"g";0;"t";"f";"yes."
"bb";"g";41,5;"t";3,5;"b";"f";216;0,000154;0;"u";3;"f";"i";NA;2160000;0;"g";1;"f";"f";"yes."
"h";"g";25,75;"t";0,875;"a";"f";491;0,00005;0;"u";3,58;"t";"c";NA;4910000;0;"g";1;"f";"t";"yes."
"v";"g";29,25;"t";5,04;"b";"t";168;0,001479;5;"u";4,41;"t";"aa";"t";1680000;0;"g";0;"t";"f";"yes."
"v";"g";36;"t";2;"a";"t";0;0,0001;11;"u";5,38;"f";"c";"t";0;456;"g";0;"t";"f";"yes."
"v";"g";31,67;"t";3;"b";"t";250;0,0016165;9;"u";2,96;"f";"d";"t";2500000;730;"g";1;"f";"t";"yes."
"ff";"g";60,08;"t";18;"b";"t";0;0,00145;15;"u";2,64;"t";"ff";"t";0;1000;"g";0;"t";"f";"yes."
"v";"g";22,33;"t";2;"b";"t";80;0,0011;1;"u";2,55;"f";"W";NA;800000;278;"g";1;"f";"t";"yes."
"bb";"g";40;"t";3,5;"b";"t";0;0,00065;1;"u";2,19;"f";"aa";NA;0;500;"g";1;"f";"t";"yes."
"h";"g";35,17;"t";1,625;"b";"t";515;0,0025125;1;"u";3,81;"t";"x";NA;5150000;500;"g";0;"t";"f";"yes."
"bb";"g";41,33;"t";15;"b";"f";0;0;0;"u";3,2;"f";"c";NA;0;0;"g";0;"t";"f";"yes."
"h";"g";20,75;"t";0,335;"a";"t";80;0,0010335;1;"u";2,33;"t";"cc";"t";800000;50;"g";1;"f";"t";"yes."
"v";"g";32,08;"t";2,5;"b";"f";360;0,0004;0;"u";5,23;"t";"m";NA;3600000;0;"g";1;"f";"t";"yes."
"v";"g";NA;"t";5;"b";"t";290;0,0004;3;"u";5,18;"t";"x";"t";2900000;2279;"g";1;"f";"t";"yes."
"h";"g";23,92;"t";1,875;"b";"t";200;0,00015;6;"u";3,81;"f";"d";"t";2000000;327;"g";0;"t";"f";"yes."
"v";"g";23,25;"t";3,17;"a";"t";120;0,0005875;10;"u";3,71;"f";"q";NA;1200000;245;"g";0;"t";"f";"yes."
"h";"g";46,67;"t";0,415;"a";"t";440;0,000046;11;"u";5,04;"t";"cc";NA;4400000;6;"g";0;"t";"f";"yes."
"h";"g";25;"t";3,5;"a";"t";400;0,001233;6;"u";4,72;"f";"cc";"t";4000000;458;"g";1;"f";"t";"yes."
"v";"g";25,5;"t";0,25;"b";"t";260;0,0000375;3;"u";0,91;"f";"m";"t";2600000;15108;"g";0;"t";"f";"yes."
"v";"g";18,75;"t";2,71;"a";"t";NA;0,00075;5;"u";4,52;"f";"q";"t";NA;26726;"g";0;"t";"f";"yes."
"v";"g";23,5;"t";8,5;"a";"t";120;0,0009;5;"u";3,53;"t";"q";"t";1200000;0;"g";1;"f";"t";"yes."
"v";"g";34,17;"t";4,5;"b";"t";0;0,000917;12;"u";2,71;"t";"c";NA;0;221;"g";1;"f";"t";"yes."
"v";"g";27,83;"t";3,75;"b";"t";100;0,000154;5;"u";3,79;"t";"W";NA;1000000;3;"g";0;"t";"f";"yes."
"v";"g";36,75;"t";5;"a";"f";0;0,0005125;0;"u";4,62;"t";"e";"f";0;4000;"g";0;"t";"f";"yes."
"h";"g";47,25;"t";2,75;"a";"t";333;0,000075;1;"u";2,89;"f";"q";NA;3330000;892;"g";1;"f";"t";"yes."
"v";"g";33,67;"t";0,375;"a";"f";300;0,0000375;0;"u";2,75;"f";"cc";NA;3000000;44;"g";0;"f";"f";"yes."
"h";"g";45;"t";14;"b";"t";88;0,00085;1;"u";2,78;"t";"cc";"t";880000;2000;"g";0;"t";"f";"yes."
"h";"g";33,17;"t";6,5;"b";"f";164;0,000104;0;"u";4,36;"t";"r";NA;1640000;31285;"g";0;"t";"f";"yes."
"h";"g";25;"t";1,04;"a";"f";160;0,0000875;0;"u";4,03;"t";"x";"f";1600000;5860;"g";0;"t";"f";"yes."
"v";"g";26,67;"t";1;"b";"t";160;0,000175;5;"y";0,63;"t";"c";NA;1600000;5777;"p";1;"f";"t";"yes."
"v";"g";48,5;"t";0,125;"b";"f";225;0,000425;0;"u";2,35;"t";"m";NA;2250000;0;"g";0;"t";"f";"yes."
"v";"g";37,42;"t";0,04;"b";"f";400;0,000204;0;"u";3,31;"t";"W";NA;4000000;5800;"g";1;"f";"t";"yes."
"n";"g";18;"t";0,21;"b";"f";200;0,0000165;0;"u";2,46;"f";"q";"f";2000000;40;"g";0;"f";"f";"yes."
"ff";"g";56,5;"t";0;"a";"t";0;0,0016;15;"u";4,27;"f";"j";"t";0;247;"g";0;"t";"f";"yes."
"v";"g";25,75;"t";1,46;"b";"t";312;0,00005;5;"u";2,1;"t";"c";"t";3120000;0;"g";0;"t";"f";"yes."
"v";"g";22,58;"t";0,415;"a";"t";0;0,001075;5;"u";2,33;"t";"q";NA;0;560;"g";0;"t";"f";"yes."
"h";"g";33,17;"t";2,04;"b";"t";180;0,000304;1;"y";4,08;"t";"c";"t";1800000;18027;"p";0;"t";"f";"yes."
"h";"g";32;"t";0,04;"b";"f";393;0,000175;0;"y";5,44;"t";"e";NA;3930000;0;"p";1;"f";"t";"yes."
"h";"g";40,83;"t";1,75;"a";"f";29;0,001;0;"u";2,12;"f";"q";NA;290000;837;"g";0;"t";"f";"yes."
"v";"g";59,67;"t";0,125;"b";"f";260;0,000154;0;"u";4,67;"t";"q";"f";2600000;0;"g";1;"f";"t";"yes."
"v";"g";42,5;"t";3,165;"b";"f";52;0,0004915;0;"y";2,55;"t";"W";NA;520000;1442;"p";0;"t";"f";"yes."
"z";"g";28,08;"t";0;"a";"f";0;0,0015;0;"y";5,38;"f";"e";NA;0;13212;"p";1;"f";"t";"yes."
"v";"g";37,75;"t";0,125;"a";"f";228;0,00055;0;"u";3,83;"t";"q";"f";2280000;0;"g";0;"t";"f";"yes."
"v";"g";53,92;"t";8,665;"b";"t";0;0,0009625;5;"u";2,61;"f";"e";NA;0;0;"g";1;"f";"t";"yes."
"bb";"g";47,67;"t";15;"b";"t";0;0,000029;20;"u";3,84;"f";"c";"t";0;15000;"g";0;"t";"f";"yes."
"v";"s";23,25;"t";0,835;"b";"f";300;0,0001;0;"u";4,05;"f";"c";"f";3000000;0;"g";0;"t";"f";"yes."
"h";"g";22,67;"t";2,585;"b";"f";0;0,000254;0;"y";4,73;"f";"c";"f";0;0;"p";1;"f";"t";"yes."
"ff";"g";54,58;"t";14,415;"b";"t";30;0,0009415;11;"u";3,71;"t";"ff";NA;300000;300;"g";0;"t";"f";"yes."
"h";"g";34,25;"t";7,415;"b";"f";0;0,0003;0;"u";2,55;"t";"cc";NA;0;0;"g";0;"t";"f";"yes."
"v";"g";27,58;"t";2;"b";"t";370;0,000204;3;"y";1,76;"t";"aa";NA;3700000;560;"p";1;"f";"t";"yes."
"j";"g";46;"t";0;"a";"f";100;0,0004;0;"u";3,62;"f";"j";NA;1000000;960;"g";1;"f";"t";"yes."
"v";"g";60,92;"t";4;"a";"t";0;0,0005;4;"u";3,15;"f";"aa";"t";0;99;"g";0;"t";"f";"yes."
"v";"g";47,42;"t";13,875;"a";"t";519;0,0003;2;"u";2,07;"t";"x";NA;5190000;1704;"g";0;"t";"f";"yes."
"h";"g";37,33;"t";4,25;"b";"t";93;0,00065;12;"u";2,49;"t";"m";NA;930000;0;"g";0;"t";"f";"yes."
NA;"p";25,58;"t";0;"a";"f";NA;0;0;NA;4,65;"f";NA;NA;NA;0;NA;0;"f";"f";"yes."
"v";"g";20,42;"t";1,585;"a";"t";0;0,0000835;1;"u";5,64;"f";"q";"t";0;0;"g";1;"f";"t";"yes."
"v";"g";44,17;"t";7,375;"a";"t";0;0,0006665;3;"u";3,36;"t";"q";"t";0;0;"g";1;"f";"t";"yes."
"n";"g";34,75;"t";5,375;"b";"t";0;0,0015;9;"u";3,81;"t";"r";NA;0;134;"g";1;"f";"t";"yes."
"v";"s";20,5;"t";2,5;"b";"f";40;0,001;0;"y";2,98;"f";"c";NA;400000;0;"p";1;"f";"t";"yes."
"j";"s";22,67;"t";2,25;"b";"f";0;0,0000165;0;"u";2,39;"t";"c";NA;0;0;"g";1;"f";"f";"yes."
"h";"g";22,08;"t";2,165;"b";"f";128;0,000083;0;"u";4,26;"t";"c";NA;1280000;0;"g";1;"f";"f";"yes."
"v";"s";42,83;"t";4,58;"b";"f";0;0,0004625;0;"u";3,36;"f";"q";NA;0;0;"g";0;"t";"f";"yes."
"v";"g";18,92;"t";1;"a";"t";80;0,000925;4;"y";2,43;"t";"c";"t";800000;500;"p";0;"t";"f";"yes."
"v";"g";20,67;"t";0,165;"a";"t";100;0,0003;3;"u";3,55;"f";"q";NA;1000000;6;"g";0;"t";"f";"yes."
"v";"g";32,33;"t";0,04;"a";"f";440;0,000054;0;"u";0,91;"f";"cc";"f";4400000;11177;"g";0;"t";"f";"yes."
"h";"g";28,92;"t";5,335;"b";"t";0;0,0015;11;"u";1,78;"f";"c";NA;0;2283;"g";0;"t";"f";"yes."
"v";"g";52,83;"t";5,5;"a";"t";0;0,0015;14;"u";4,09;"f";"c";NA;0;2200;"g";0;"t";"f";"yes."
"v";"g";20,67;"t";2,085;"a";"t";220;0,0001835;5;"u";3,18;"f";"q";NA;2200000;2503;"g";0;"t";"f";"yes."
"bb";"g";36,25;"t";2,5;"b";"t";0;0,0005;6;"u";3,86;"f";"c";NA;0;367;"g";0;"t";"f";"yes."
"h";"g";20,33;"t";1;"a";"t";50;0,001;4;"u";5,08;"f";"c";NA;500000;1465;"g";0;"t";"f";"yes."
"bb";"g";25,75;"t";0,25;"b";"f";349;0,000075;0;"u";2,14;"f";"c";"f";3490000;23;"g";1;"f";"t";"yes."
"v";"g";28,17;"t";0,585;"a";"t";80;0,0000375;4;"u";3,57;"f";"q";"t";800000;0;"g";0;"t";"f";"yes."
"v";"g";23,92;"t";0,165;"b";"f";100;0,0000665;0;"u";5,11;"f";"c";NA;1000000;0;"g";1;"f";"f";"yes."
"h";"g";56;"t";8;"b";"f";24;0,00125;0;"u";2,8;"t";"k";NA;240000;2028;"g";1;"f";"t";"yes."
"v";"g";20,75;"t";0,71;"a";"t";49;0,001025;2;"u";3,57;"t";"q";"t";490000;0;"g";0;"t";"f";"yes."
"bb";"g";30,5;"t";4;"a";"t";0;0,00065;7;"u";2,22;"t";"c";"t";0;3065;"g";0;"t";"f";"yes."
"v";"g";45,83;"t";5;"a";"t";0;0,00105;7;"u";3,45;"t";"q";"t";0;0;"g";0;"t";"f";"yes."
"v";"g";39;"t";3,5;"b";"t";0;0,0005;10;"u";5,4;"t";"cc";"t";0;0;"g";0;"t";"f";"yes."
"v";"g";22,08;"t";0,665;"b";"f";100;0,0011;0;"u";4,25;"f";"cc";NA;1000000;0;"g";1;"f";"t";"yes."
"v";"g";28,25;"t";4,75;"b";"t";420;0,0005125;2;"u";3,31;"f";"x";NA;4200000;7;"g";1;"f";"t";"yes."
"h";"g";18,83;"t";3;"a";"f";240;0,0004415;0;"y";3,23;"f";"c";"f";2400000;0;"p";1;"f";"t";"yes."
"v";"g";28,67;"t";2,5;"a";"t";300;0,000104;5;"u";2,32;"t";"c";NA;3000000;1430;"g";0;"t";"f";"yes."
"v";"g";22,5;"t";2,46;"a";"f";164;0,000846;0;"y";5,98;"f";"x";"f";1640000;0;"p";0;"f";"f";"yes."
"v";"g";NA;"t";6,5;"b";"f";0;0,00105;0;"u";1,47;"f";"x";"f";0;0;"g";1;"f";"t";"yes."
"h";"g";28,5;"t";2,54;"a";"t";70;0,000304;1;"y";3,18;"f";"x";NA;700000;0;"p";0;"t";"f";"yes."
"v";"g";19,17;"t";1,5;"b";"f";120;0,00095;0;"u";1,74;"f";"W";NA;1200000;2206;"g";1;"f";"t";"yes."
"v";"g";21,5;"t";2,5;"a";"t";80;0,0006;3;"u";4,27;"f";"aa";"t";800000;918;"g";1;"f";"t";"yes."
"o";"p";17,5;"t";0;"b";"f";450;0,0022;0;"l";3,36;"t";"ff";"f";4500000;100000;"gg";0;"f";"f";"yes."
"v";"g";26,67;"t";5,25;"b";"t";211;0,000271;1;"y";5,19;"f";"cc";NA;2110000;0;"p";0;"t";"f";"yes."
"bb";"g";34,42;"t";3,25;"b";"t";274;0,000425;2;"u";4;"f";"i";"t";2740000;610;"g";0;"t";"f";"yes."
"ff";"g";73,42;"t";0;"b";"f";0;0,001775;0;"u";5,26;"t";"ff";"f";0;0;"g";0;"t";"f";"yes."
"h";"g";23;"t";0,5;"a";"t";300;0,001175;2;"u";2,7;"t";"x";NA;3000000;551;"g";1;"f";"t";"yes."
"v";"g";23,08;"t";1,085;"b";"t";60;0,00025;11;"u";2,95;"t";"c";NA;600000;2184;"g";1;"f";"t";"yes."
"h";"g";19,42;"t";1,46;"b";"t";80;0,00065;7;"u";3,89;"f";"W";"t";800000;2954;"g";1;"f";"t";"yes."
"v";"g";23,33;"t";0,835;"b";"f";160;0,0011625;0;"y";2,28;"t";"W";NA;1600000;300;"p";0;"t";"f";"yes."
"h";"g";42,17;"t";12,75;"b";"f";92;0,000504;0;"u";2,71;"t";"q";NA;920000;0;"g";1;"f";"t";"yes."
"v";"g";21,25;"t";1,5;"b";"f";150;0,00015;0;"u";2,16;"f";"W";NA;1500000;8;"g";0;"f";"f";"yes."
"v";"g";34,17;"t";0,085;"b";"f";290;0,000525;0;"u";3,73;"t";"W";NA;2900000;6;"g";1;"f";"f";"yes."
"v";"g";47,75;"t";7,875;"a";"t";0;0,0008;6;"u";2,02;"t";"c";"t";0;1260;"g";1;"f";"t";"yes."
"v";"g";44,33;"t";2,5;"a";"f";0;0;0;"u";3,02;"f";"c";NA;0;0;"g";0;"t";"f";"yes."
"bb";"g";39,5;"t";6,5;"b";"t";117;0,000425;16;"u";2,45;"f";"c";"t";1170000;1210;"g";0;"t";"f";"yes."
"v";"g";41,17;"t";0,5;"a";"t";145;0,00065;3;"u";3,82;"t";"q";NA;1450000;0;"g";0;"t";"f";"yes."
"h";"g";29,92;"t";4,335;"b";"f";260;0,0001835;0;"u";2,39;"f";"c";"f";2600000;200;"g";0;"t";"f";"yes."
NA;"p";23,17;"t";0;"b";"f";NA;0;0;NA;4,33;"f";NA;"f";NA;0;NA;0;"f";"f";"yes."
"v";"g";35,17;"t";4,5;"b";"t";150;0,00025;7;"u";2,33;"f";"k";"t";1500000;1270;"g";1;"f";"t";"yes."
"h";"g";19,17;"t";0,75;"a";"t";96;0,0008585;7;"u";3,23;"f";"cc";NA;960000;0;"g";1;"f";"t";"yes."
"v";"g";52,5;"t";6,29;"b";"t";0;0,00065;15;"u";1,97;"f";"k";"t";0;11202;"g";0;"t";"f";"yes."
"v";"g";39,92;"t";0,04;"b";"t";200;0,000621;1;"u";1,03;"f";"q";"t";2000000;300;"g";1;"f";"t";"yes."
"v";"g";21,33;"t";3;"b";"f";0;0,00105;0;"u";4,08;"t";"c";NA;0;0;"g";0;"t";"f";"yes."
"v";"g";35,75;"t";0,75;"a";"t";0;0,0000915;4;"u";3,1;"f";"aa";"t";0;1583;"g";0;"t";"f";"yes."
"z";"g";67,75;"t";13;"b";"t";0;0,00055;1;"u";3,6;"t";"e";"t";0;0;"g";1;"f";"t";"yes."
"h";"g";32,67;"t";5,25;"b";"f";154;0,0009;0;"y";4,36;"t";"W";"f";1540000;0;"p";1;"f";"t";"yes."
"bb";"g";49,5;"t";7,585;"b";"t";0;0,0007585;15;"u";4,21;"t";"i";"t";0;5000;"g";0;"t";"f";"yes."
"v";"g";21;"t";1,085;"b";"t";160;0,0003;8;"y";3,17;"t";"d";"t";1600000;1;"p";1;"f";"t";"yes."
"v";"g";28,25;"t";0,96;"b";"t";396;0,0000875;3;"u";4;"t";"m";"t";3960000;0;"g";1;"f";"t";"yes."
"v";"g";34,17;"t";1,54;"b";"t";520;0,000154;1;"u";2,6;"t";"cc";NA;5200000;50000;"g";1;"f";"t";"yes."
"h";"g";31,92;"t";6,04;"b";"t";311;0,000446;3;"u";1,31;"f";"cc";NA;3110000;300;"g";0;"t";"f";"yes."
"v";"g";29,5;"t";0,54;"a";"t";380;0,000046;4;"u";3,59;"f";"k";NA;3800000;500;"g";1;"f";"t";"yes."
"v";"g";23,17;"t";0,085;"b";"f";0;0;0;"u";4,23;"f";"cc";"f";0;0;"g";1;"f";"t";"yes."
"ff";"s";18,08;"t";10;"a";"f";300;0,0000375;0;"l";4,28;"t";"cc";"f";3000000;0;"gg";1;"f";"f";"yes."
"h";"g";24,75;"t";1,835;"a";"t";0;0,0003;19;"u";3,29;"f";"q";NA;0;500;"g";1;"f";"t";"yes."
"v";"g";20,83;"t";0,04;"a";"f";100;0,0003;0;"u";3,97;"f";"aa";"f";1000000;0;"g";0;"t";"f";"yes."
"h";"g";28;"t";4,165;"b";"t";181;0,0002;2;"u";1,58;"t";"k";NA;1810000;0;"g";0;"t";"f";"yes."
"v";"g";20,42;"t";2,25;"b";"t";100;0,0001835;1;"u";2,24;"f";"c";NA;1000000;150;"g";0;"t";"f";"yes."
"h";"g";28,67;"t";5,665;"b";"t";381;0,0009335;6;"u";3,12;"f";"q";"t";3810000;168;"g";1;"f";"t";"yes."
"v";"g";21,92;"t";0,04;"b";"t";840;0,000054;1;"y";2,97;"t";"x";"t";8400000;59;"p";1;"f";"t";"yes."
"h";"g";43,25;"t";6;"b";"t";80;0,0003;11;"u";3,26;"f";"q";NA;800000;0;"g";1;"f";"t";"yes."
"v";"g";20,42;"t";1,625;"b";"t";200;0,0007;3;"u";2,76;"f";"c";NA;2000000;1391;"g";1;"f";"t";"yes."
"h";"g";42;"t";5,125;"b";"f";400;0,0000205;0;"u";4,53;"f";"i";NA;4000000;0;"g";0;"t";"f";"yes."
"v";"g";23,42;"t";1,5;"a";"t";80;0,000079;2;"y";4,34;"t";"q";NA;800000;400;"p";1;"f";"t";"yes."
"h";"g";25,17;"t";0,875;"a";"f";360;0,0002875;0;"u";2,85;"f";"x";NA;3600000;0;"g";1;"f";"t";"yes."
"v";"g";24,83;"t";2,25;"b";"t";NA;0,000275;6;"u";1,14;"f";"c";NA;NA;600;"g";0;"t";"f";"yes."
"bb";"g";24,5;"t";4,75;NA;"t";73;0,001275;2;"u";4,6;"f";"c";NA;730000;444;"g";0;"t";"f";"yes."
"v";"g";37,5;"t";1,5;"b";"f";431;0,0001125;0;"y";1,35;"t";"d";NA;4310000;0;"p";1;"f";"f";"yes."
"v";"g";36,75;"t";1,5;"b";"f";232;0,0000125;0;"y";4,87;"t";"c";"f";2320000;113;"p";0;"f";"f";"yes."
"bb";"g";28,25;"t";1,5;"b";"t";144;0,000504;8;"y";6,04;"t";"c";"t";1440000;7;"p";1;"f";"t";"yes."
"h";"g";32,75;"t";5,5;"b";"t";0;0,00015;3;"u";3,17;"t";"cc";"t";0;0;"g";1;"f";"t";"yes."
"h";"g";17,83;"t";1;"a";"t";0;0,0011;11;"u";1,97;"f";"x";NA;0;3000;"g";1;"f";"t";"yes."
"h";"g";22,83;"t";2,29;"a";"t";140;0,000229;7;"u";3,09;"t";"q";"t";1400000;2384;"g";1;"f";"t";"yes."
"v";"g";13,75;"t";1,75;"b";"t";120;0,0004;2;"y";3,49;"t";"W";NA;1200000;1000;"p";0;"t";"f";"yes."
"h";"g";41;"t";0,125;"a";"t";455;0,000204;23;"y";4,56;"t";"q";NA;4550000;1236;"p";0;"t";"f";"yes."
"h";"g";23,08;"t";2,125;"b";"t";290;0,00115;11;"u";3,66;"t";"W";NA;2900000;284;"g";0;"t";"f";"yes."
"v";"s";20,17;"t";1,71;"b";"f";120;0,0005625;0;"u";2,05;"f";"W";NA;1200000;0;"g";1;"f";"t";"yes."
"v";"g";50,08;"t";2,29;"a";"t";156;0,001254;3;"u";2,61;"t";"aa";NA;1560000;0;"g";0;"t";"f";"yes."
"h";"g";27;"t";4,25;"b";"t";312;0,000075;3;"u";4,44;"t";"c";"t";3120000;150;"g";0;"t";"f";"yes."
"v";"g";38,17;"t";2,5;"b";"t";520;0,0010125;6;"u";5,53;"f";"x";"t";5200000;196;"g";0;"t";"f";"yes."
"v";"g";27;"t";0,375;"b";"f";260;0,00015;0;"y";4,78;"t";"W";NA;2600000;1065;"p";1;"f";"t";"yes."
"h";"g";41,17;"t";7;"b";"t";320;0,000404;8;"u";2,98;"f";"cc";"t";3200000;0;"g";1;"f";"t";"yes."
"ff";"g";65,17;"t";0;"a";"t";0;0,0014;11;"u";4,41;"t";"ff";NA;0;1400;"g";1;"f";"t";"yes."
NA;"p";37,58;"t";0;"b";"f";NA;0;0;NA;0,58;"f";NA;NA;NA;0;NA;0;"f";"f";"yes."
"v";"g";23,25;"t";2,375;"b";"t";0;0,00015;3;"u";3,05;"t";"q";NA;0;582;"g";1;"f";"t";"yes."
"v";"g";21,83;"t";0,29;"b";"t";121;0,0011;6;"u";3,1;"f";"x";NA;1210000;0;"g";1;"f";"t";"yes."
"v";"g";26;"t";1,75;"b";"f";280;0,0001;0;"u";3,45;"t";"q";NA;2800000;0;"g";0;"t";"f";"yes."
"v";"g";31,67;"t";1,335;"b";"t";303;0,000083;8;"u";4,16;"t";"x";"t";3030000;3290;"g";1;"f";"t";"yes."
"h";"g";49,83;"t";8,5;"a";"f";0;0,0013585;0;"u";3,87;"t";"k";NA;0;0;"g";1;"f";"t";"yes."
"bb";"g";47,42;"t";6,5;"a";"t";375;0,0008;6;"u";3,64;"f";"e";"t";3750000;51100;"g";1;"f";"t";"yes."
"bb";"g";51,33;"t";0;"b";"t";0;0,001;11;"u";4,16;"f";"i";NA;0;1249;"g";0;"t";"f";"yes."
"v";"g";18,92;"t";0,75;"a";"t";88;0,0009;2;"u";4,16;"f";"aa";NA;880000;591;"g";1;"f";"t";"yes."
"v";"s";28,42;"t";0,835;"a";"f";280;0,00035;0;"u";3,44;"f";"W";"f";2800000;0;"g";0;"t";"f";"yes."
"v";"g";56,75;"t";1,25;"b";"t";200;0,001225;4;"u";4,24;"t";"m";NA;2000000;0;"g";0;"t";"f";"yes."
"bb";"g";58,42;"t";10;"a";"t";0;0,0021;13;"u";4,02;"f";"i";NA;0;6700;"g";0;"t";"f";"yes."
"v";"s";48,33;"t";16;"b";"f";110;0,0012;0;"u";2,82;"f";"m";"f";1100000;0;"g";0;"t";"f";"yes."
"v";"g";33,17;"t";0,75;"b";"t";340;0,0001;7;"u";1,26;"t";"x";NA;3400000;4071;"g";1;"f";"t";"yes."
"v";"g";22,42;"t";2,585;"a";"t";129;0,0005665;7;"u";2,3;"f";"q";"t";1290000;3257;"g";1;"f";"t";"yes."
"v";"g";18,83;"t";0,085;"a";"f";100;0,000954;0;"u";2,1;"f";"aa";NA;1000000;0;"g";0;"t";"f";"yes."
"v";"g";48,58;"t";0,25;"b";"t";380;0,0000205;11;"y";5,04;"f";"k";NA;3800000;2732;"p";0;"t";"f";"yes."
"h";"g";26,75;"t";1,25;"b";"f";0;0,0001125;0;"u";2,86;"f";"x";"f";0;5298;"g";1;"f";"t";"yes."
"h";"g";64,08;"t";17,5;"b";"t";0;0,002;9;"u";4,02;"t";"x";"t";0;1000;"g";1;"f";"t";"yes."
"v";"g";20,17;"t";1,665;"b";"t";40;0,000925;3;"u";4,09;"t";"c";NA;400000;28;"g";0;"t";"f";"yes."
"v";"g";25,67;"t";1,21;"b";"t";140;0,00125;67;"u";2,78;"t";"cc";NA;1400000;258;"g";0;"t";"f";"yes."
"h";"g";22,67;"t";1,335;"b";"f";100;0,00105;0;"u";2,17;"f";"q";NA;1000000;0;"g";0;"t";"f";"yes."
"v";"g";31,33;"t";7;"b";"t";0;0,00195;16;"u";3,98;"f";"c";"t";0;5000;"g";1;"f";"t";"yes."
"v";"g";56,42;"t";28,5;"b";"t";0;0,0028;40;"y";2,79;"f";"c";"t";0;15;"p";0;"t";"f";"yes."
"v";"g";24,75;"t";1,5;"a";"t";120;0,00125;12;"u";5,6;"t";"aa";NA;1200000;567;"g";1;"f";"t";"yes."
"h";"g";24,08;"t";1,25;"a";"t";0;0,00005;1;"u";4,28;"f";"q";NA;0;678;"g";0;"t";"f";"yes."
"v";"g";28,33;"t";11;"b";"f";70;0,0005;0;"u";4,23;"t";"W";"f";700000;0;"g";0;"t";"f";"yes."
"h";"g";26,92;"t";5;"a";"t";0;0,00135;2;"u";1,48;"f";"q";NA;0;5000;"g";0;"t";"f";"yes."
"v";"g";27,67;"t";5,75;"b";"f";487;0,001375;0;"u";3,64;"t";"W";NA;4870000;500;"g";1;"f";"t";"yes."
"v";"g";38,67;"t";0,085;"b";"f";280;0,000021;0;"u";3,89;"t";"k";"f";2800000;0;"g";1;"f";"t";"yes."
"v";"g";32,17;"t";1,085;"a";"t";120;0,000146;16;"u";3,71;"f";"W";NA;1200000;2079;"g";0;"t";"f";"yes."
"h";"g";32,67;"t";5,5;"b";"t";408;0,00055;12;"u";3,46;"t";"q";"t";4080000;1000;"g";0;"t";"f";"yes."
"h";"g";48,75;"t";12,5;"b";"t";181;0,00085;9;"u";4,26;"f";"c";"t";1810000;1655;"g";0;"t";"f";"yes."
"v";"g";21;"t";2,25;"b";"t";80;0,000479;1;"y";0,97;"t";"W";NA;800000;300;"p";0;"t";"f";"yes."
"h";"g";48,17;"t";15,5;"b";"t";0;0,0007625;12;"u";4,69;"f";"W";NA;0;790;"g";1;"f";"t";"yes."
"h";"g";39,33;"t";10;"b";"t";399;0,0005875;14;"u";4,18;"t";"cc";"t";3990000;0;"g";0;"t";"f";"yes."
"v";"g";25,08;"t";0,25;"a";"f";370;0,000254;0;"y";4,23;"t";"aa";NA;3700000;0;"p";0;"t";"f";"yes."
"bb";"g";23,25;"t";0,25;"b";"f";160;0,0004;0;"u";2,61;"t";"c";NA;1600000;0;"g";0;"t";"f";"yes."
"v";"g";30,67;"t";2;"a";"t";220;0,0012;1;"u";2,91;"f";"c";NA;2200000;19;"g";0;"t";"f";"yes."
"bb";"s";19,17;"t";0;"b";"f";500;0;0;"y";5,59;"t";"m";NA;5000000;1;"p";1;"f";"f";"yes."
"v";"g";20,08;"t";1;NA;"t";240;0,0000125;1;"u";4,36;"f";"q";"t";2400000;768;"g";1;"f";"f";"yes."
"h";"g";36,67;"t";9;"b";"f";102;0,000325;0;"u";2,71;"t";"q";NA;1020000;639;"g";1;"f";"t";"yes."
"h";"g";23,17;"t";0,46;"b";"t";100;0,0011125;1;"u";3,71;"f";"x";"t";1000000;0;"g";0;"t";"f";"yes."
